name,class,branch,faction,stars,position,tags,trait,availability,icon,description,phrase,file_no.,gender,height,mobility,endurance,internal_name,base_hp,elite_1_hp,elite_2_hp,max_hp,trust_hp,base_atk,elite_1_atk,elite_2_atk,max_atk,trust_atk,base_def,elite_1_def,elite_2_def,max_def,trust_def,base_res,elite_1_res,elite_2_res,max_res,base_redeploy,elite_1_redeploy,elite_2_redeploy,max_redeploy,base_dp_cost,elite_1_dp_cost,elite_2_dp_cost,max_dp_cost,base_block,elite_1_block,elite_2_block,max_block,base_interval,elite_1_interval,elite_2_interval,max_interval,images,experience,place_of_birth,date_of_birth,race,infection_status,strength,tactical_acumen,combat_skill,arts_adaptability
Amiya,Caster,Core,Rhodes Island,5-star,Ranged,['DPS'],Deals Arts Damage,"Starting Operator; 2-10, 3-8, 4-9, 6-17, 7-18",https://static.wikia.nocookie.net/mrfz/images/7/7d/Amiya_icon.png/revision/latest/scale-to-width-down/120?cb=20190618215031,"Amiya, leader of Rhodes Island, will fight alongside you.","Keep fighting, Doctor.",R001,Female,142 cm,Standard,Normal,char_002_amiya,699,958,1198,1480,200.0,276,390,514,612,70.0,48,81,110,121,,10,10,15,20,70s,70s,70s,70s,18,18,20,20,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/b/bc/Amiya.png/revision/latest?cb=20190619214408', 'Elite 1': 'https://static.wikia.nocookie.net/mrfz/images/c/c4/Amiya_Elite_1.png/revision/latest?cb=20190619214426', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/b/b9/Amiya_Elite_2.png/revision/latest?cb=20190619214434', 'Newsgirl': 'https://static.wikia.nocookie.net/mrfz/images/1/14/Amiya_Skin_1.png/revision/latest?cb=20190831014828', 'Fresh Fastener': 'https://static.wikia.nocookie.net/mrfz/images/9/95/Amiya_Skin_2.png/revision/latest?cb=20200501183629', 'Planter': 'https://static.wikia.nocookie.net/mrfz/images/6/69/Amiya_Skin_3.png/revision/latest?cb=20210417160550'}",3 years,Rim Billiton‏‎,December 23rd,Cautus/Chimera,"Showed physical signs of Originium, infection confirmed by medical report.",Normal,Excellent,Standard,██
Andreana,Sniper,Deadeye,Abyssal Hunters,5-star,Ranged,"['DPS', 'Slow']",Prioritizes attacking the enemy with lowest DEF within range first,Headhunting,https://static.wikia.nocookie.net/mrfz/images/0/08/Andreana_icon.png/revision/latest/scale-to-width-down/120?cb=20200825082145,"Andreana, Sniper Operator of Rhodes Island, will assist other Operators from a distance.","She's not a fan of hard work, but she'll take it seriously and get it done.",II04,Female,166 cm,Excellent,Excellent,char_218_cuttle,737,958,1198,1498,300.0,479,666,877,1070,40.0,62,83,104,128,,0,0,0,0,70s,70s,70s,70s,19,19,21,21,1,1,1,1,2.7s,2.7s,2.7s,2.7s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/7/7c/Andreana.png/revision/latest?cb=20200811101757', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/0/00/Andreana_Elite_2.png/revision/latest?cb=20200811101756', 'Silent Arrow': 'https://static.wikia.nocookie.net/mrfz/images/9/96/Andreana_Skin_1.png/revision/latest?cb=20211101160624'}",None,Iberia,November 16th,Aegir,Medical tests have confirmed that no infection is present.,Standard,Standard,Excellent,Flawed
Aosta,Sniper,Spreadshooter,Chiave's Gang,5-star,Ranged,['AoE'],"Attacks all enemies within range, and deals 150% damage to enemies in the row directly in front of this unit",Headhunting,https://static.wikia.nocookie.net/mrfz/images/e/ea/Aosta_icon.png/revision/latest/scale-to-width-down/120?cb=20201015121625,"Aosta, Sniper Operator of Rhodes Island, patiently waits for an opportunity to strike.","If you have a problem, ask his advice.",SR28,Male,177 cm,Standard,Standard,char_346_aosta,1055,1407,1782,2376,,314,449,580,691,65.0,103,135,172,192,,0,0,0,0,70s,70s,70s,70s,28,28,31,31,1,1,1,1,2.3s,2.3s,2.3s,2.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/3c/Aosta.png/revision/latest?cb=20201015100348', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/d/d9/Aosta_Elite_2.png/revision/latest?cb=20201015100355'}",5 years,Siracusa,May 9th,Lupo,Crystals have appeared on his body. Infection confirmed by medical examination.,Standard,Excellent,Standard,Standard
April,Sniper,Marksman,Rim Billiton,5-star,Ranged,['DPS'],Attacks aerial enemies first,Headhunting,https://static.wikia.nocookie.net/mrfz/images/4/4b/April_icon.png/revision/latest/scale-to-width-down/120?cb=20200924072137,"Rhodes Island Operator April, always in a good mood.",You'll have to be loud if you want to get her attention.,RB07,Female,157 cm,Standard,Standard,char_365_april,572,818,1049,1280,,178,298,432,528,75.0,56,94,135,160,,0,0,0,0,70s,70s,70s,70s,11,11,13,13,1,1,1,1,1s,1s,1s,1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/5/56/April.png/revision/latest?cb=20200924033628', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/a/a8/April_Elite_2.png/revision/latest?cb=20200924033743', 'Faraway Gaze': 'https://static.wikia.nocookie.net/mrfz/images/6/6b/April_Skin_1.png/revision/latest?cb=20200927131352'}",None,Rim Billiton,January 27th,Cautus,"Originium crystals are present on the body's surface, confirmed Infected by medical examination.",Standard,Standard,Standard,Standard
Asbestos,Defender,Arts Protector,Rim Billiton,5-star,Melee,"['Defense', 'DPS']",Normal attacks deal Arts Damage while the skill is active,Headhunting,https://static.wikia.nocookie.net/mrfz/images/2/2b/Asbestos_icon.png/revision/latest/scale-to-width-down/120?cb=20200603195410,"Asbestos, contracted explorer to Rhodes Island, is very reluctant to serve under you.","Don't read too much into things. She doesn't hate anyone, but naturally, she doesn't like anyone either.",RB05,Female,156 cm,Excellent,Excellent,char_378_asbest,1252,1692,2257,3135,,265,379,506,633,40.0,223,328,444,555,40.0,5,5,10,15,70s,70s,70s,70s,21,21,23,25,3,3,3,3,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/8/89/Asbestos.png/revision/latest?cb=20200602111831', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/1/18/Asbestos_Elite_2.png/revision/latest?cb=20200602111845', 'Glen Sonata': 'https://static.wikia.nocookie.net/mrfz/images/3/3a/Asbestos_Skin_1.png/revision/latest?cb=20220226004259'}",None,RIM Billiton,July 30th,Savra,Confirmed Infected by medical examination.,Standard,Standard,Standard,Standard
Ashlock,Defender,Fortress,Pinus Sylvestris,5-star,Melee,"['DPS', 'Defense']","When not blocking enemies, prioritizes dealing ranged AoE Physical damage",Headhunting,https://static.wikia.nocookie.net/mrfz/images/0/07/Ashlock_icon.png/revision/latest/scale-to-width-down/120?cb=20211015101216,"""Ashlock"" Knight Greynuty stands ready to face any challenge.",Opponents must choose between being ground beneath a shield or being laid low by cannon fire.,KZ12,Female,164 cm,Standard,Excellent,char_431_ashlok,1293,1725,2301,3207,,446,573,717,865,50.0,194,291,394,541,50.0,0,0,0,0,70s,70s,70s,70s,23,23,25,27,2,2,3,3,2.8s,2.8s,2.8s,2.8s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/0/09/Ashlock.png/revision/latest?cb=20211015101221', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/a/a8/Ashlock_Elite_2.png/revision/latest?cb=20211015101215'}",4 years,Kazimierz,March 20th,Zalak,Confirmed infected by medical examination.,Excellent,Standard,Standard,Standard
Astesia,Guard,Arts Fighter,Columbia,5-star,Melee,"['DPS', 'Defense']",Deals Arts Damage,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/0/02/Astesia_icon.png/revision/latest/scale-to-width-down/120?cb=20191104024106,"Astesia, Guard of Rhodes Island, has summoned the power of the stars to hold the line.","She is the boundless starry skies, as well as your personal alarm clock.",RR01,Female,165 cm,Standard,Standard,char_274_astesi,1150,1514,1917,2523,,283,411,534,660,30.0,177,254,326,393,55.0,10,10,10,15,70s,70s,70s,70s,19,19,21,21,1,1,1,1,1.25s,1.25s,1.25s,1.25s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/8/8b/Astesia.png/revision/latest?cb=20191104024449', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/3/35/Astesia_Elite_2.png/revision/latest?cb=20191104024448', 'Starseeker': 'https://static.wikia.nocookie.net/mrfz/images/f/fd/Astesia_Skin_1.png/revision/latest?cb=20200709115415', 'Frlibe on the Palace': 'https://static.wikia.nocookie.net/mrfz/images/d/db/Astesia_Skin_2.png/revision/latest?cb=20210917061308'}",None,Columbia,July 10th,Liberi,Infection confirmed by medical examination.,Normal,Standard,Standard,Excellent
Aurora,Defender,Duelist,Karlan Commercial,5-star,Melee,"['DPS', 'Defense']",Only restores SP when blocking enemies,[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/6/60/Aurora_icon.png/revision/latest/scale-to-width-down/120?cb=20211221074949,Defender Operator Aurora will always be with you when you need it.,"The heavier the wind and the snow, the warmer her hands will become.",JC09,Female,169 cm,Normal,Excellent,char_422_aurora,1696,2356,3100,4027,,413,582,747,901,55.0,257,378,512,640,55.0,0,0,0,0,70s,70s,70s,70s,28,28,30,32,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/8/89/Aurora.png/revision/latest?cb=20211221075726', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/0/02/Aurora_Elite_2.png/revision/latest?cb=20211221075724', 'Polar Catcher': 'https://static.wikia.nocookie.net/mrfz/images/a/a7/Aurora_Skin_1.png/revision/latest?cb=20220502081254'}",1 year,Kjerag,December 20th,Ursus,Confirmed infected by medical examination.,Standard,Standard,Standard,Normal
Ayerscarpe,Guard,Lord,Rim Billiton,5-star,Melee,"['DPS', 'AoE']",Can launch Ranged Attacks that deal 80% of normal ATK,Headhunting,https://static.wikia.nocookie.net/mrfz/images/c/cc/Ayerscarpe_icon.png/revision/latest/scale-to-width-down/120?cb=20200711010034,"Ayerscarpe, Messenger Bodyguard, will provide support in accordance with the terms of his contract.",Actual performance far exceeds what is stipulated in the contract.,RB04,Male,173 cm,Excellent,Excellent,char_294_ayer,1016,1452,1911,2420,,279,417,542,670,75.0,178,245,311,375,,5,5,10,10,70s,70s,70s,70s,17,17,19,18,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/4/49/Ayerscarpe.png/revision/latest?cb=20200711010010', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/6/6e/Ayerscarpe_Elite_2.png/revision/latest?cb=20200711010028', 'Tested One': 'https://static.wikia.nocookie.net/mrfz/images/d/da/Ayerscarpe_Skin_1.png/revision/latest?cb=20210503051100'}",1 year,RIM Billiton,October 25th,Cautus,Medical tests have confirmed that no infection is present.,Standard,Standard,Excellent,Standard
Beeswax,Caster,Phalanx,Sargon,5-star,Ranged,"['AoE', 'Defense']","Normally does not attack, but has greatly increased DEF and RES; When skill is active, attacks deal AoE Arts Damage",Headhunting,https://static.wikia.nocookie.net/mrfz/images/1/19/Beeswax_icon.png/revision/latest/scale-to-width-down/120?cb=20200729093225,"Beeswax, shaman priestess from the Sargon Desert, brings her blessings from the golden sands.","Allowing one to touch the horns is a symbol of intimacy, trust, and respect between the two parties.",R147,Female,157 cm,Normal,Standard,char_344_beewax,1052,1315,1644,2005,,378,505,632,735,70.0,131,153,178,205,20.0,15,15,15,15,70s,70s,70s,70s,21,21,23,23,1,1,1,1,2s,2s,2s,2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/e4/Beeswax.png/revision/latest?cb=20200728202840', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/6/6b/Beeswax_Elite_2.png/revision/latest?cb=20200728203423', 'Weißer Sand': 'https://static.wikia.nocookie.net/mrfz/images/b/b1/Beeswax_Skin_1.png/revision/latest?cb=20210702080247'}",None,Sargon,September 15th,Caprinae,Medical tests have confirmed that no infection is present.,Normal,Standard,Normal,Excellent
Bena,Specialist,Dollkeeper,Victoria,5-star,Melee,"['DPS', 'Fast-Redeploy']","Does not retreat upon receiving lethal damage, instead swaps to a <Substitute> (Substitute has 0 Block). Swaps back to the original after 20 seconds",Preluding Lights (Trading Station),https://static.wikia.nocookie.net/mrfz/images/2/26/Bena_icon.png/revision/latest/scale-to-width-down/120?cb=20210601062250,"Little rapscallion Bena, both intelligent and obedient.","I've got one over on you, hee-hee.",VC14,Female,143 cm,Normal,Normal,char_369_bena,1139,1519,1923,2435,100.0,309,424,559,682,60.0,130,200,261,315,,0,0,0,0,80s,80s,80s,80s,15,15,17,17,2,2,2,2,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/4/47/Bena.png/revision/latest?cb=20210601074951', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/c4/Bena_Elite_2.png/revision/latest?cb=20210601075045'}",None,Victoria,April 3rd,Caprinae,Medical tests have confirmed that no infection is present.,Normal,Normal,Normal,Excellent
Bibeak,Guard,Swordmaster,Sami,5-star,Melee,"['Nuker', 'DPS']",Normal attacks deal damage twice,Permanent Trade Center (since Contingency Contract Barrenland),https://static.wikia.nocookie.net/mrfz/images/0/00/Bibeak_icon.png/revision/latest/scale-to-width-down/120?cb=20200318201702,"Bibeak, Guard Operator, is hard at work on the battlefield trying to build up confidence.",She's not the type of person who would embroider upon the bodies of her enemies.,R138,Female,161 cm,Standard,Normal,char_252_bibeak,1089,1492,1938,2550,,245,356,463,602,80.0,146,209,272,332,,0,0,0,0,70s,70s,70s,70s,18,18,20,22,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/f/f8/Bibeak.png/revision/latest?cb=20200318201700', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/f/f8/Bibeak_Elite_2.png/revision/latest?cb=20200318201701', 'Soft Wool': 'https://static.wikia.nocookie.net/mrfz/images/c/ce/Bibeak_Skin_1.png/revision/latest?cb=20210406095839'}",None,Sami,December 12th,Liberi,"Originium crystals are distributed across the surface of her body, confirmed Infected by medical examination.",Normal,Normal,Standard,Normal
Bison,Defender,Protector,Lungmen,5-star,Melee,['Defense'],Blocks 3 enemies,Code of Brawl (CB-5); [CN] Record Restoration,https://static.wikia.nocookie.net/mrfz/images/5/5c/Bison_icon.png/revision/latest/scale-to-width-down/120?cb=20200201060352,Messenger Bison is proof that stability does not always follow age.,Still questions whether a Messenger really needs to master so many combat skills.,LM15,Male,163 cm,Standard,Excellent,char_325_bison,1475,1941,2522,3456,,198,254,318,375,,245,367,504,701,80.0,0,0,0,0,80s,80s,80s,80s,20,20,22,24,3,3,3,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/f/f6/Bison.png/revision/latest?cb=20200525023111', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/4b/Bison_Elite_2.png/revision/latest?cb=20200201060133'}",1 year,Lungmen,October 15th,Forte,Confirmed uninfected by medical examination.,Standard,Standard,Normal,Standard
Blacknight,Vanguard,Tactician,Rim Billiton,5-star,Ranged,"['DP-Recovery', 'Crowd-Control']",This unit can designate one Tactical Point within attack range to call Reinforcements; ATK is increased to 150% when attacking enemies blocked by Reinforcements,[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/d/d4/Blacknight_icon.png/revision/latest/scale-to-width-down/120?cb=20220125054039,"Bounty hunter Blacknight, willing to accept your request at any time.","Regardless of cities or wilderness, they are all her own battlefields.",RB12,Female,166cm,Standard,Normal,char_476_blkngt,726,1038,1332,1625,,187,275,362,442,60.0,46,78,112,133,,0,0,0,0,70s,70s,70s,70s,12,12,14,14,1,1,1,1,1s,1s,1s,1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/6/6a/Blacknight.png/revision/latest?cb=20220125055443', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/3/35/Blacknight_Elite_2.png/revision/latest?cb=20220125055440'}",6 years,Rim Billiton,November 2nd,Savra,"Originium crystals distributed across the surface of her body, confirmed Infected by medical examination.",Normal,Excellent,Standard,Standard
Blitz,Defender,Protector,Team Rainbow,5-star,Melee,"['Defense', 'DPS']",Blocks 3 enemies,Headhunting (Collaboration limited),https://static.wikia.nocookie.net/mrfz/images/1/14/Blitz_icon.png/revision/latest/scale-to-width-down/120?cb=20210309132201,"Blitz, a member of Team Rainbow, wields a charged-and-ready tactical shield.","Considering how most enemies we deal with have eyes, a blinded enemy is the best enemy.",RS02,Male,175 cm,Normal,Standard,char_457_blitz,1296,1728,2305,3213,,230,295,369,445,45.0,243,364,493,676,45.0,0,0,0,0,70s,70s,70s,70s,18,18,20,22,3,3,3,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/1/10/Blitz.png/revision/latest?cb=20210309133044', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/0/00/Blitz_Elite_2.png/revision/latest?cb=20210309133059'}",Unknown,Unknown[note 2],April 2nd,Unknown[note 3],Medical tests have confirmed that no infection is present.,Normal,Excellent,Excellent,■■
Blue Poison,Sniper,Marksman,Iberia,5-star,Ranged,['DPS'],Attacks aerial enemies first,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/7/75/Blue_Poison_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082453,"Blue Poison, Sniper Operator of Rhodes Island, will attack the enemy with her venom.","Hold her hands, and give her confidence.",AA03,Female,157 cm,Standard,Normal,char_129_bluep,536,767,984,1230,,178,297,438,535,70.0,45,76,109,130,,5,5,5,5,70s,70s,70s,70s,11,11,13,13,1,1,1,1,1s,1s,1s,1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/e9/Blue_Poison.png/revision/latest?cb=20190620082454', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/7/7f/Blue_Poison_Elite_2.png/revision/latest?cb=20190620082455', 'Shoal Beat': 'https://static.wikia.nocookie.net/mrfz/images/c/c7/Blue_Poison_Skin_1.png/revision/latest?cb=20210514104831'}",None,Unknown,January 18th,Anura,Uninfected as confirmed by medical examination. Also in remarkable physical condition and health.,Normal,Normal,Excellent,Normal
Breeze,Medic,Multi-target,Victoria,5-star,Ranged,"['Healing', 'Support']",Restores the HP of 3 allies simultaneously,Shop Vouchers Store,https://static.wikia.nocookie.net/mrfz/images/6/68/Breeze_icon.png/revision/latest/scale-to-width-down/120?cb=20210119040147,"Breeze, Medic Operator of Rhodes Island, will prove that teasing and treatment go hand in hand.","Remember, bitter herbs make the best medicine.",R132,Female,162 cm,Standard,Normal,char_275_breeze,745,1008,1260,1595,200.0,125,202,274,343,30.0,72,97,126,153,,0,0,0,0,70s,70s,70s,70s,15,15,17,17,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/98/Breeze.png/revision/latest?cb=20210119040508', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/e/ef/Breeze_Elite_2.png/revision/latest?cb=20210119040423'}",1 year,Victoria,June 24,Vulpo,Infection confirmed by medical examination.,Normal,Standard,Flawed,Excellent
Broca,Guard,Centurion,Chiave's Gang,5-star,Melee,"['AoE', 'Survival']",Attacks all blocked enemies[note 1],Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/c/c0/Broca_icon.png/revision/latest/scale-to-width-down/120?cb=20200201060352,"Broca, Guard Operator of Rhodes Island, is busy defending the other Operators on the front lines.",He's not as scary as he looks.,SR27,Male,189 cm,Normal,Standard,char_356_broca,1064,1365,1751,2335,,308,428,579,762,80.0,155,222,300,366,,0,0,0,0,70s,70s,70s,70s,19,19,21,23,2,2,2,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/2a/Broca.png/revision/latest?cb=20200201060126', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/ce/Broca_Elite_2.png/revision/latest?cb=20200201060123'}",5 years,Siracusa,February 4th,Feline,"Originium crystals are distributed across the surface of his body, confirmed Infected by medical examination.",Excellent,Normal,Standard,Standard
Ceylon,Medic,Therapist,Siesta,5-star,Ranged,['Healing'],"Has a large healing range, but the healing amount on farther targets is reduced to 80%",Heart of Surging Flame (OF-4); Record Restoration,https://static.wikia.nocookie.net/mrfz/images/6/60/Ceylon_icon.png/revision/latest/scale-to-width-down/120?cb=20190829230443,"Ceylon, researcher of Rhodes Island, will provide you with knowledge and technical support on Originium in her spare time.",She might have forgotten that she is on the battlefield.,SS01,Female,162 cm,Normal,Normal,char_348_ceylon,798,1050,1251,1455,200.0,164,269,374,468,40.0,55,80,100,126,,10,10,10,10,70s,70s,70s,70s,20,20,22,22,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/7/74/Ceylon.png/revision/latest?cb=20190829230442', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/8/80/Ceylon_Elite_2.png/revision/latest?cb=20190829230443'}",None,Siesta (Independent City),September 25th,Liberi,Medical tests have confirmed that no infection is present.,Normal,Standard,Standard,Excellent
